10,2,7086,12,12,1,7,1,0,0,1,0,16,0,0
8,0,7087,6,6,0,0,3,1,1,1,0,3,0,0
32,5,7088,2,2,0,11,3,0,0,1,0,0,0,0
11,2,7089,5,5,0,5,0,0,0,1,0,6,0,0
21,2,7090,1,1,0,7,3,0,0,1,0,0,0,0
22,1,3971,7,7,0,8,3,0,0,1,0,0,0,0
7,1,7091,1,1,2,5,0,0,0,1,0,0,0,0
0,4,7092,0,0,1,3,1,0,0,1,0,4,0,1
37,2,7093,1,1,4,4,4,0,1,1,0,4,0,0
21,2,7094,5,5,0,5,0,0,1,1,0,7,0,0
2,4,7095,0,0,1,3,2,0,1,1,0,12,0,0
21,2,7096,1,1,0,2,3,0,0,1,0,2,0,0
14,2,7097,0,0,1,3,2,0,1,1,5,0,0,1
30,2,7098,1,1,1,7,1,0,0,1,0,3,4,0
11,2,7099,1,1,1,9,3,0,1,42,0,0,0,0
27,5,7100,6,6,0,11,0,0,0,1,0,30,0,0
27,2,7101,0,0,0,0,0,0,1,1,0,0,0,0
24,2,7102,12,12,0,7,0,3,0,1,0,65,0,0
23,2,3161,10,10,1,3,1,0,0,1,0,8,0,1
23,2,7103,1,1,1,1,1,0,0,1,0,8,0,1
25,2,7104,0,0,1,1,1,2,0,1,0,0,29,1
9,2,7105,0,0,1,5,1,0,0,1,0,8,0,0
18,1,7106,5,5,1,5,1,0,0,1,0,4,0,0
12,2,7107,1,1,2,4,4,3,1,1,0,0,0,0
49,4,7108,1,1,1,1,2,0,1,1,0,19,0,0
19,2,1295,5,5,1,1,1,0,0,1,0,0,0,1
8,4,7109,1,1,0,7,3,0,0,1,0,0,0,0
37,4,7110,0,0,0,10,0,0,0,1,0,4,0,0
31,2,2016,0,0,1,2,1,1,0,11,0,5,4,1
28,2,7111,6,6,6,0,0,0,1,1,0,7,0,0
13,2,2197,1,1,0,4,0,0,0,1,0,0,0,0
8,2,7112,1,1,2,9,0,0,0,1,0,0,0,0
11,2,7113,8,8,0,9,3,0,0,1,0,0,0,0
9,2,7114,1,1,4,0,4,0,1,1,0,7,33,0
52,2,7115,1,1,1,5,1,0,0,1,0,0,0,0
3,4,7116,3,3,0,1,0,0,1,6,0,4,0,1
22,5,7117,5,5,0,11,3,0,1,1,0,0,0,0
37,2,7118,1,1,0,2,3,0,0,1,0,0,0,0
8,2,6555,1,1,1,7,1,0,0,1,0,3,0,0
31,0,7119,0,0,0,6,0,0,0,1,0,0,0,0
24,2,7120,0,0,0,8,3,0,0,1,0,0,0,0
9,2,5598,0,0,0,3,0,0,1,1,8,14,0,1
58,6,7121,10,10,1,3,1,0,0,7,0,4,0,1
4,2,7122,1,1,1,5,1,0,0,1,0,0,0,0
36,2,7123,5,5,1,0,1,0,0,1,0,9,0,0
0,2,3061,1,1,1,6,1,0,0,12,0,0,0,1
31,2,7124,15,15,0,4,0,4,0,1,0,0,0,0
52,2,7125,8,8,2,4,0,0,0,1,0,0,0,0
50,2,7126,15,15,1,4,2,0,1,1,0,27,0,0
22,2,7127,6,6,0,4,3,0,1,1,43,43,0,0
29,2,7128,1,1,1,7,1,0,0,1,0,31,0,1
33,2,1417,1,1,1,7,1,0,0,1,0,17,0,0
19,2,7129,1,1,1,12,1,0,0,1,0,27,0,1
5,2,7130,3,3,2,1,0,0,0,1,0,31,0,0
26,2,7131,1,1,4,9,5,0,0,1,0,0,0,0
47,2,7132,7,7,6,1,0,0,1,1,0,0,0,0
16,2,7133,5,5,1,0,1,0,0,4,0,0,0,0
11,5,7134,5,5,0,11,3,1,1,1,0,0,0,0
11,2,7135,1,1,0,6,4,0,1,1,0,37,0,0
13,4,7136,3,3,0,0,0,0,1,1,13,7,0,0
23,1,7137,5,5,0,5,3,0,1,1,0,7,0,0
14,5,5205,7,7,1,11,1,0,0,31,0,8,0,1
24,2,7138,5,5,0,10,3,0,0,1,0,0,0,0
2,2,7139,0,0,1,3,1,0,0,1,0,4,0,1
27,2,7140,5,5,0,5,0,0,0,1,0,64,0,0
11,2,7141,1,1,1,5,2,0,1,1,0,0,0,0
0,3,7142,5,5,1,0,5,0,0,1,0,3,0,1
51,2,7143,5,5,0,6,0,0,0,1,0,0,0,0
27,2,7144,1,1,0,2,4,0,0,1,0,0,0,0
24,2,6900,5,5,0,0,3,0,0,1,0,13,0,0
35,2,1463,0,0,1,3,1,0,0,1,0,16,0,0
22,2,7145,5,5,0,14,3,0,1,1,0,9,0,0
32,2,7146,2,2,0,4,3,1,0,1,0,39,0,0
2,2,1054,0,0,1,1,1,0,0,1,0,0,0,1
16,6,731,0,0,2,8,0,0,0,1,0,7,0,0
20,2,7147,1,1,2,1,0,1,0,1,0,0,4,0
9,2,7148,3,3,1,1,1,0,0,1,0,0,0,1
18,2,1970,0,0,1,1,1,0,0,1,0,4,0,1
8,2,1093,5,5,2,0,0,0,1,1,0,3,0,0
63,2,7149,13,13,1,7,1,0,0,1,66,9,0,0
12,2,7150,5,5,2,1,4,0,1,1,0,29,0,0
5,2,7151,3,3,1,1,1,0,0,7,0,3,0,1
48,2,7152,1,1,1,2,1,0,0,1,0,33,0,0
24,2,4807,1,1,0,4,3,0,1,1,0,7,0,0
49,2,3830,7,7,1,5,1,0,0,1,0,0,0,0
8,2,5952,1,1,0,4,3,0,0,1,0,7,0,0
55,2,7153,1,1,2,0,4,0,1,1,15,53,10,0
0,2,7154,1,1,1,6,2,1,1,1,0,3,0,0
25,2,7155,5,5,1,0,2,0,1,1,0,48,0,0
22,2,7156,5,5,0,4,0,0,1,1,0,0,0,0
4,5,7157,6,6,0,11,5,0,0,1,0,0,0,0
25,2,7158,0,0,1,5,1,0,0,11,0,4,0,1
31,3,7159,10,10,1,3,1,0,0,1,0,5,0,0
35,1,7160,9,9,0,3,0,0,0,1,0,6,4,1
18,6,932,0,0,1,1,1,0,0,1,0,3,0,1
8,2,7161,5,5,1,7,1,0,0,1,0,0,0,1
25,0,7162,1,1,1,12,1,0,0,1,0,0,0,0
35,2,1355,7,7,0,10,0,0,0,1,0,3,0,0
13,1,2902,1,1,1,8,1,0,0,1,0,4,0,0
28,2,7163,1,1,1,3,1,0,0,1,0,12,0,0
51,4,3302,0,0,0,3,0,0,1,37,0,7,0,0
5,0,7164,1,1,0,4,3,0,1,1,0,0,0,0
55,2,7165,9,9,1,1,1,0,0,1,0,0,0,1
51,1,7166,12,12,0,3,0,0,1,1,0,19,0,0
9,2,7167,5,5,1,10,1,0,0,1,0,0,0,0
33,2,7168,3,3,1,1,1,0,0,1,0,0,29,1
57,2,7169,8,8,2,6,3,0,0,1,0,0,0,0
37,2,7170,7,7,0,1,3,0,0,1,0,4,0,0
40,1,7171,5,5,6,5,0,0,0,1,0,39,0,0
22,5,3580,5,5,0,11,3,0,1,1,0,0,0,0
31,2,7172,0,0,0,0,3,0,1,1,0,0,0,0
31,2,7173,15,15,1,7,1,0,0,1,0,0,0,1
12,2,7174,12,12,0,9,3,0,0,1,0,0,5,0
24,6,7175,5,5,1,6,1,0,0,1,0,0,0,0
10,3,7176,1,1,0,0,0,1,1,1,0,4,0,0
16,4,7177,5,5,2,0,0,0,1,1,0,0,0,0
11,2,7178,0,0,1,4,1,0,0,1,0,9,0,0
29,3,1179,10,10,1,3,1,0,0,1,0,0,0,1
30,2,3297,0,0,2,4,0,0,0,1,0,0,0,0
6,0,7179,3,3,2,3,4,1,1,78,0,0,0,1
10,2,7180,1,1,0,7,0,0,0,1,0,3,0,1
11,2,7181,5,5,0,2,3,0,0,1,0,7,0,0
0,2,7182,1,1,6,0,3,0,1,1,0,0,0,0
12,2,7183,0,0,1,5,1,0,0,1,0,8,0,1
1,2,7184,5,5,1,6,1,0,0,1,5,7,0,1
21,2,7185,5,5,0,0,3,0,1,1,0,0,7,0
18,2,7186,0,0,1,5,1,0,0,1,0,10,0,1
11,2,7187,1,1,0,6,0,0,0,1,0,0,0,0
15,2,7188,5,5,0,6,0,0,0,1,0,0,0,0
13,2,7189,1,1,2,5,0,0,1,1,0,0,0,0
10,2,7190,0,0,1,1,1,1,0,1,0,29,0,1
7,2,7191,5,5,1,6,1,0,0,1,0,0,0,1
6,2,7192,5,5,1,9,1,1,0,1,0,8,0,0
27,2,7193,0,0,0,0,3,0,1,1,0,0,0,0
34,2,3691,0,0,1,1,1,0,0,7,0,0,0,1
0,2,7194,0,0,1,5,1,0,0,1,0,4,0,1
23,1,7195,0,0,1,1,1,0,0,1,0,4,0,1
57,4,7196,0,0,1,0,2,0,1,1,67,14,0,0
16,2,7197,0,0,1,3,1,0,0,1,12,4,0,1
23,2,7198,5,5,2,9,4,0,1,1,0,0,0,0
57,1,7199,1,1,1,5,1,0,0,1,0,0,0,0
25,2,7200,11,11,0,2,0,0,0,1,0,0,5,0
20,2,7201,1,1,2,4,4,1,1,1,0,0,2,0
4,2,7202,1,1,0,8,4,0,1,1,0,7,0,0
11,2,7203,1,1,0,6,3,1,0,1,0,0,0,0
16,2,7204,1,1,2,4,0,0,1,1,0,7,0,0
51,2,7205,0,0,1,6,1,0,0,1,0,0,0,1
35,2,7206,1,1,1,5,1,0,0,1,0,4,0,1
42,4,2231,9,9,0,3,0,0,1,1,0,8,0,0
25,0,7207,0,0,0,1,0,0,1,1,0,4,0,0
16,2,7208,11,11,1,9,2,2,1,1,68,44,4,0
2,2,7209,7,7,1,1,1,0,0,1,0,3,0,1
32,2,3467,1,1,0,5,0,0,0,1,0,6,0,0
20,1,7210,1,1,3,1,0,0,0,1,0,20,0,0
0,1,7211,3,3,0,3,0,0,0,1,0,0,0,0
34,2,3574,11,11,4,2,0,0,0,1,0,4,5,0
35,2,7212,2,2,0,7,4,3,0,1,0,31,0,0
9,1,479,1,1,1,6,1,0,0,1,36,0,0,0
1,2,7213,1,1,1,7,1,0,0,1,0,4,0,1
41,2,7214,2,2,0,2,3,0,0,1,0,9,0,0
28,2,7215,8,8,6,9,4,1,1,1,0,0,0,0
63,2,7216,1,1,6,4,5,0,1,1,0,30,0,0
1,3,2318,5,5,0,0,0,0,0,1,0,0,0,0
18,2,7217,5,5,0,7,3,0,0,1,0,3,0,0
37,2,7218,5,5,1,9,1,0,0,1,0,3,0,0
27,5,7219,5,5,0,11,0,0,1,1,0,0,0,0
37,2,7220,5,5,0,6,3,0,0,1,0,0,0,0
11,1,862,1,1,0,6,3,0,0,1,0,0,0,0
15,2,7221,1,1,0,0,3,0,1,1,0,0,0,0
49,2,7222,0,0,1,1,1,0,0,1,0,0,0,1
51,2,7223,12,12,1,0,2,0,1,1,0,0,0,0
33,2,7224,5,5,1,0,1,0,0,1,0,3,5,0
13,2,7225,1,1,2,4,0,1,0,1,0,0,0,0
50,2,7226,4,4,2,4,4,0,1,1,0,0,0,0
15,2,7227,5,5,0,5,3,0,1,1,0,0,0,0
31,2,7228,1,1,1,5,2,0,1,1,0,43,0,0
35,2,7229,2,2,1,7,1,0,0,1,0,15,0,0
34,2,7230,1,1,2,1,0,0,1,1,0,8,0,0
62,2,7231,13,13,6,14,0,1,1,1,0,52,0,0
62,2,7232,1,1,6,0,0,0,1,95,0,0,0,0
4,2,7233,1,1,0,4,3,1,1,1,0,0,0,0
22,2,7234,1,1,0,0,3,0,0,1,0,17,0,0
17,0,7235,1,1,4,0,4,1,1,96,0,7,0,0
15,2,7236,5,5,0,7,3,0,0,1,0,0,0,0
45,4,7237,1,1,1,2,1,0,0,36,0,0,0,0
41,2,7238,1,1,0,5,3,0,1,1,0,9,0,0
3,3,7239,1,1,1,0,1,0,0,1,0,0,0,0
1,2,7240,4,4,2,7,0,0,0,1,0,4,0,0
28,2,6052,1,1,1,1,2,0,1,1,0,14,0,0
49,2,7241,5,5,1,7,1,0,0,1,69,0,0,0
22,5,7242,5,5,0,11,3,0,0,1,0,6,0,0
33,2,7243,5,5,1,6,1,0,0,1,0,0,0,0
15,2,7244,1,1,0,7,4,0,0,1,0,10,0,0
1,0,7245,10,10,1,1,1,0,0,1,0,10,0,1
22,2,7246,1,1,0,0,3,0,1,1,0,6,0,0
16,0,6921,10,10,1,3,1,0,0,1,12,20,0,1
34,2,7247,0,0,0,3,0,0,1,1,0,0,0,0
17,2,3907,1,1,4,0,4,0,1,1,0,14,7,0
3,2,7248,5,5,4,1,4,3,1,1,0,12,0,0
26,2,7249,1,1,0,6,3,0,0,1,0,6,0,0
50,2,7250,5,5,2,4,0,0,0,1,0,0,0,0
10,2,7251,0,0,1,5,1,0,0,1,0,16,0,1
43,2,212,1,1,1,0,2,1,1,1,0,0,0,0
20,0,7252,5,5,2,0,0,0,1,1,0,7,0,0
19,2,7253,1,1,2,4,4,0,1,1,0,0,0,0
60,2,7254,1,1,1,2,1,0,0,1,0,9,0,0
39,2,7255,1,1,0,0,0,0,0,1,0,0,0,0
34,2,5124,1,1,1,0,2,0,1,1,0,0,0,1
34,4,7256,5,5,1,12,1,0,0,1,0,14,0,1
25,2,7257,1,1,0,3,4,1,1,1,0,25,0,0
39,2,6084,1,1,1,1,1,0,0,1,0,0,0,0
26,2,7258,5,5,0,2,3,0,1,1,0,0,0,0
37,2,7259,1,1,2,0,4,0,1,1,0,3,0,0
8,2,7260,1,1,2,7,0,0,0,1,0,0,0,0
4,2,7261,0,0,0,9,0,0,0,1,0,0,0,0
23,4,7262,5,5,2,0,0,0,1,1,0,14,0,0
49,2,7263,1,1,1,9,1,0,0,11,0,0,0,1
34,0,7264,1,1,0,4,0,1,1,1,0,0,0,0
15,2,7265,5,5,1,5,1,0,0,1,0,13,25,0
43,2,7266,5,5,1,0,1,0,0,8,0,0,0,1
41,2,7267,2,2,0,5,3,0,1,1,0,6,0,0
51,2,7268,0,0,0,6,0,0,0,34,0,0,0,0
18,2,7269,12,12,2,6,0,0,0,1,0,8,0,0
39,1,3335,2,2,1,1,1,0,0,1,0,20,0,0
5,2,2069,15,15,1,5,2,2,1,1,0,37,4,0
0,4,7270,1,1,0,0,3,0,1,1,0,7,0,0
9,2,7271,1,1,2,4,4,0,1,1,0,6,0,0
18,2,7272,0,0,1,1,1,0,0,11,0,47,0,1
23,2,7273,1,1,2,10,0,0,1,1,0,4,0,1
33,6,7274,0,0,0,5,3,0,0,1,0,0,0,1
45,2,7275,2,2,1,6,1,0,0,1,0,17,0,0
0,2,7276,10,10,1,1,2,0,1,7,0,47,0,1
16,5,7277,1,1,2,11,4,0,1,1,0,0,0,0
14,2,7278,1,1,1,3,1,0,0,1,0,0,4,0
57,2,7279,0,0,1,3,1,0,0,31,0,0,0,1
3,2,7280,5,5,1,3,1,0,0,7,0,0,0,1
8,2,991,0,0,1,1,1,0,0,1,0,0,0,0
51,2,7281,1,1,1,5,1,0,0,1,0,0,0,0
20,6,631,8,8,1,6,1,0,0,1,0,4,0,1
16,2,2678,5,5,0,4,0,0,1,1,0,0,0,0
39,2,7282,5,5,0,5,0,1,0,1,0,7,0,0
23,1,7283,5,5,1,6,1,0,0,1,17,0,0,1
34,2,7284,5,5,4,5,0,0,0,1,0,16,0,0
51,2,1572,7,7,1,2,1,0,0,1,0,5,0,0
27,2,7285,1,1,0,4,3,0,1,1,0,0,5,0
16,2,7286,0,0,1,8,1,0,0,1,0,4,0,1
13,2,1730,7,7,0,9,3,0,0,1,0,0,0,0
43,2,7287,8,8,2,4,0,0,0,1,0,7,0,0
14,3,7288,5,5,0,0,0,1,1,1,0,44,0,0
70,2,7289,1,1,6,5,4,0,0,1,0,7,0,0
30,2,1582,1,1,0,0,0,0,1,1,0,0,0,0
8,0,7290,6,6,0,0,0,0,1,34,0,7,0,0
24,2,714,5,5,0,5,3,0,1,1,0,6,0,0
52,2,7291,1,1,6,4,4,1,1,1,0,0,0,0
31,2,7292,6,6,2,3,0,0,1,1,0,26,0,0
14,5,7293,1,1,1,11,1,0,0,1,0,0,0,0
18,0,7294,0,0,0,1,0,2,1,63,0,3,0,0
27,2,7295,1,1,0,5,0,0,0,1,0,6,0,0
23,4,7296,3,3,2,3,0,1,0,1,0,0,0,0
26,4,7297,15,15,0,4,3,1,0,1,0,9,0,0
10,2,7298,6,6,1,7,2,0,1,1,17,48,0,1
1,6,7299,5,5,1,1,1,0,0,1,0,55,0,1
30,1,2294,1,1,1,1,1,0,0,1,0,0,0,1
26,2,7300,1,1,0,5,0,0,1,1,0,37,0,0
23,2,7301,1,1,1,6,1,0,0,1,0,3,0,0
14,2,1841,0,0,1,1,1,0,0,1,0,0,0,1
4,2,512,1,1,2,2,3,0,0,1,0,0,0,0
21,2,7302,1,1,0,4,4,0,0,1,0,0,0,0
51,2,7303,0,0,0,3,0,0,0,52,0,4,0,1
25,2,2954,0,0,1,7,1,0,0,1,0,3,0,1
62,2,7304,0,0,6,3,0,0,0,1,70,0,0,1
30,2,7305,5,5,2,0,4,0,1,1,0,0,0,0
16,2,7306,0,0,2,0,0,0,1,1,0,0,0,0
4,2,7307,1,1,0,6,4,0,0,1,0,0,5,0
55,4,7308,5,5,2,0,0,0,1,1,0,25,0,0
8,2,219,0,0,0,1,0,0,0,1,16,14,0,0
4,2,7309,0,0,0,0,0,0,1,1,0,0,0,0
49,2,1306,0,0,1,3,1,0,0,1,0,0,0,1
23,2,7310,5,5,0,6,0,0,1,1,0,5,0,0
16,2,7311,1,1,2,0,5,1,0,1,0,14,0,0
8,2,7312,6,6,1,5,1,0,0,1,0,8,0,0
8,2,4393,5,5,1,6,1,0,0,1,0,16,0,1
23,2,7313,5,5,1,6,5,2,0,1,0,0,13,0
22,2,7314,0,0,0,5,5,1,1,1,0,6,0,0
15,2,7315,0,0,0,10,4,0,0,1,0,0,0,0
35,2,7316,1,1,6,2,4,0,1,1,0,6,0,0
8,2,7317,0,0,0,5,0,0,0,22,0,4,0,0
20,2,6107,5,5,1,6,1,0,0,1,0,3,0,0
51,2,7318,0,0,0,5,3,0,0,1,0,43,0,0
33,1,7319,5,5,2,1,0,0,1,1,0,31,0,0
13,6,2231,1,1,1,1,1,0,0,1,0,4,0,0
12,2,7320,1,1,1,1,2,0,1,1,0,17,0,0
14,0,7321,3,3,0,3,4,1,1,1,0,27,0,0
5,2,7322,1,1,1,1,1,0,0,1,0,16,0,0
2,2,7323,1,1,1,6,1,0,0,1,0,3,0,0
21,2,7324,7,7,0,4,3,2,0,1,0,2,0,0
6,2,7325,4,4,2,2,0,0,1,1,0,0,0,0
32,5,7326,1,1,0,11,3,1,1,1,0,13,0,0
51,2,7327,6,6,0,3,0,0,1,1,0,0,0,0
67,2,7328,8,8,1,2,1,0,0,1,0,21,0,0
13,2,7329,1,1,2,6,0,0,0,1,0,0,0,0
4,2,7330,5,5,0,6,3,0,0,1,0,4,0,0
11,2,7331,1,1,1,5,1,1,0,1,0,48,0,0
21,2,7332,5,5,0,0,3,0,0,1,0,0,0,0
38,2,7333,1,1,6,2,5,1,0,1,0,19,0,0
16,2,6633,0,0,1,1,1,0,0,31,0,0,0,1
30,2,3361,6,6,0,0,0,4,1,1,0,4,0,0
5,2,7334,7,7,2,3,4,0,1,1,0,0,0,0
22,2,7335,1,1,0,7,3,0,0,1,0,0,0,0
13,2,2108,1,1,2,6,4,0,0,1,0,0,0,0
33,2,7336,3,3,4,1,0,0,0,38,0,4,0,1
13,2,6038,1,1,1,10,1,0,0,1,0,0,0,0
0,0,7337,0,0,0,1,0,0,1,1,0,0,0,0
27,2,7338,5,5,0,0,3,1,1,1,0,9,0,0
65,5,7339,1,1,1,11,1,0,0,50,0,19,0,0
38,5,7340,7,7,6,11,0,0,1,1,0,32,0,0
6,2,7341,0,0,1,5,1,0,0,1,0,3,0,1
48,2,7342,1,1,2,9,0,0,0,1,0,33,0,0
7,2,7343,1,1,0,3,4,0,1,1,71,0,0,0
