5,2,1055,1,1,1,6,1,0,0,1,0,4,0,1
25,0,1056,9,9,1,3,2,0,1,1,3,28,0,1
41,2,1057,2,2,0,0,3,0,0,1,0,12,0,0
21,1,1058,5,5,0,6,3,0,0,1,0,9,0,0
37,2,1059,0,0,0,5,0,1,1,1,31,0,0,0
24,2,1060,0,0,0,5,3,2,0,1,0,4,21,0
6,2,1061,1,1,1,6,1,0,0,1,0,0,0,0
16,0,1062,7,7,1,3,2,0,1,1,0,0,0,1
16,2,1063,0,0,4,3,4,0,1,1,0,0,0,0
21,4,1064,1,1,2,1,0,0,1,1,0,7,0,0
50,1,1065,1,1,1,8,1,0,0,1,0,8,0,0
30,4,1066,5,5,1,12,1,0,0,1,0,0,0,1
8,2,1067,5,5,1,0,1,0,0,1,0,0,0,0
10,2,1068,7,7,1,7,1,0,0,1,0,0,0,0
12,2,1069,1,1,1,12,1,0,0,1,0,0,0,0
31,2,1070,0,0,0,1,0,0,0,1,0,7,0,0
9,2,1071,5,5,1,1,1,0,0,12,0,10,0,1
2,2,1072,1,1,2,6,3,0,0,1,0,25,0,0
30,3,1073,6,6,1,3,1,0,0,1,0,0,0,1
29,1,1074,0,0,0,5,0,0,0,1,0,4,0,1
8,2,1075,9,9,3,3,0,2,0,1,0,8,28,0
14,2,1076,1,1,2,6,0,0,0,1,0,0,0,0
26,2,698,5,5,0,0,3,0,0,1,0,0,0,0
24,1,1077,0,0,0,3,3,2,0,1,0,9,3,0
57,2,1078,12,12,1,9,1,0,0,1,0,0,0,0
21,5,1079,1,1,0,11,3,0,1,1,0,0,0,0
31,6,1080,1,1,1,5,2,0,1,1,12,13,0,1
16,2,1081,5,5,2,3,4,0,1,1,0,0,0,0
47,5,1082,8,8,1,11,1,0,0,1,0,39,0,0
23,6,1083,0,0,1,9,1,0,0,1,0,8,0,1
0,6,1084,4,4,1,1,1,0,0,1,32,0,5,0
30,2,1085,0,0,1,1,1,1,0,1,0,4,0,0
14,1,1086,6,6,1,3,2,0,1,1,0,13,0,1
14,4,1087,1,1,2,0,4,0,1,1,0,37,0,0
8,2,1088,0,0,0,3,0,0,0,1,0,47,0,0
31,2,1089,1,1,0,2,3,0,0,1,0,13,0,0
30,2,1090,0,0,1,6,1,0,0,31,0,0,0,1
30,2,1091,7,7,1,7,1,0,0,1,0,16,0,0
18,6,1092,3,3,1,5,1,0,0,1,0,3,5,1
39,2,1093,0,0,1,5,2,0,1,1,0,3,0,1
5,0,1094,0,0,0,0,0,0,0,1,0,14,0,0
62,2,1095,1,1,1,5,2,0,1,1,0,0,0,0
14,2,1096,1,1,2,2,3,0,1,1,0,0,0,0
52,6,1097,7,7,1,9,1,0,0,1,19,20,4,1
35,2,1098,5,5,1,6,1,0,0,1,0,0,0,0
30,2,1099,1,1,1,7,1,0,0,1,0,4,0,0
50,4,1100,0,0,1,3,2,0,1,1,0,0,0,1
3,2,1101,0,0,1,3,1,2,0,1,0,0,29,0
31,2,1102,5,5,1,10,1,0,0,1,0,0,0,0
23,3,1103,1,1,2,10,0,0,1,37,0,0,0,0
14,0,1104,5,5,1,1,1,0,0,1,0,14,0,0
35,2,1105,0,0,1,10,1,0,0,1,0,0,0,0
25,2,1106,5,5,2,4,4,1,1,1,0,7,0,0
22,2,1107,7,7,0,0,3,0,1,1,0,0,0,0
18,2,1108,1,1,1,7,1,0,0,1,0,4,0,1
58,3,1109,1,1,6,2,0,1,0,1,0,0,0,0
30,1,629,5,5,2,4,4,0,0,1,0,3,0,0
4,2,1110,0,0,1,3,1,0,0,1,0,3,0,0
10,2,1111,5,5,0,9,0,1,1,1,0,0,0,0
14,5,1112,1,1,2,11,0,0,1,1,0,0,0,0
8,2,1113,1,1,0,4,4,0,1,1,0,0,5,0
5,2,1114,7,7,0,0,3,0,1,1,0,14,0,0
9,5,372,5,5,2,11,4,0,0,1,0,0,0,0
8,2,1115,5,5,1,1,1,0,0,1,0,4,2,1
34,1,1116,3,3,1,1,1,0,0,1,0,3,0,1
18,3,1117,1,1,1,0,1,1,0,1,0,8,0,1
37,2,1118,1,1,1,6,1,0,0,1,0,56,0,0
30,2,1119,13,13,1,6,1,0,0,1,0,7,5,0
21,2,1120,5,5,0,4,3,0,1,1,0,9,0,0
22,2,1121,5,5,0,5,0,0,0,1,0,3,0,0
19,3,368,1,1,6,5,4,0,1,1,0,0,11,0
13,2,1122,0,0,0,4,0,0,0,1,0,48,0,0
20,1,1123,5,5,1,5,1,0,0,1,0,8,0,0
39,2,1124,3,3,1,3,1,0,0,7,0,11,0,1
10,6,1125,5,5,0,1,0,0,1,1,0,8,0,0
34,2,1126,1,1,1,9,1,0,0,1,0,4,0,0
43,6,1127,1,1,1,1,1,0,0,1,0,7,0,1
1,6,1128,1,1,1,1,1,0,0,12,0,0,0,1
15,2,1129,1,1,0,4,3,0,0,1,0,6,0,0
13,2,1130,5,5,2,0,4,0,1,1,0,57,0,0
27,5,377,5,5,0,11,0,0,0,1,0,0,4,0
49,2,1131,1,1,1,6,1,0,0,1,0,38,0,0
16,0,1132,1,1,1,12,1,0,0,1,0,0,0,0
14,2,1133,5,5,1,8,1,0,0,1,0,38,5,0
34,2,1134,1,1,1,1,1,0,0,1,0,3,0,1
4,0,1135,3,3,1,3,2,0,1,1,0,4,0,1
51,2,1136,0,0,0,7,4,2,0,1,0,0,4,0
22,2,1137,1,1,0,2,3,0,0,1,0,25,0,0
29,2,1138,7,7,1,6,1,0,0,25,0,0,0,0
49,2,1139,1,1,6,7,4,0,0,1,0,0,0,0
39,2,1140,0,0,1,5,1,0,0,1,0,8,0,1
17,2,172,6,6,1,10,1,0,0,1,0,0,0,1
1,2,1141,0,0,1,3,2,0,1,1,12,0,0,1
39,2,1142,1,1,2,0,0,1,1,1,0,0,0,0
55,2,1143,0,0,1,0,1,0,0,32,0,9,0,1
24,5,1144,5,5,0,11,3,0,1,1,0,39,0,0
66,1,1145,10,10,1,3,1,0,0,1,0,0,0,0
13,2,1146,1,1,2,7,0,0,0,1,0,0,0,0
49,2,1147,1,1,2,0,0,0,1,1,0,15,0,0
1,2,1148,2,2,2,4,0,1,1,1,0,0,0,0
15,2,1149,3,3,1,8,0,0,0,1,0,55,0,1
22,2,1150,7,7,0,4,0,0,0,1,0,6,0,0
33,2,1151,1,1,1,4,1,0,0,1,0,0,0,0
50,5,1152,5,5,1,11,1,0,0,1,0,0,0,1
24,2,1153,7,7,0,0,3,0,1,1,0,6,0,0
1,0,1154,1,1,1,3,1,0,0,1,0,17,0,1
33,2,441,1,1,0,0,4,0,1,1,0,0,0,0
27,4,1155,2,2,0,4,0,2,0,1,0,3,0,0
1,5,1156,1,1,1,11,1,0,0,1,0,0,0,1
13,2,1157,0,0,2,1,0,0,1,1,0,3,0,1
35,2,1158,0,0,1,3,1,0,0,1,0,0,0,0
12,2,1159,1,1,1,0,1,0,0,1,0,0,0,0
29,2,1160,1,1,1,6,1,0,0,1,0,0,0,0
49,5,1161,3,3,1,11,1,0,0,1,0,0,0,0
19,3,1162,5,5,0,1,3,1,1,1,0,0,0,0
55,2,1163,1,1,1,6,1,0,0,1,0,6,0,0
27,0,1164,0,0,0,0,0,0,1,1,0,31,0,0
37,4,1165,0,0,0,3,3,0,0,1,0,7,0,0
49,2,1166,7,7,2,4,0,0,0,1,0,0,0,0
25,2,1167,5,5,1,6,1,0,0,1,0,0,0,1
0,2,1168,1,1,1,7,1,0,0,1,0,8,0,0
4,2,1169,0,0,1,10,1,0,0,1,0,0,0,0
21,2,1170,5,5,0,4,3,0,1,1,0,13,0,0
6,4,1171,0,0,2,3,0,1,1,1,0,0,0,0
49,4,1172,6,6,1,3,1,0,0,1,0,8,0,0
19,2,1173,3,3,1,3,1,0,0,1,0,16,0,0
32,2,1174,1,1,0,9,3,0,1,1,0,0,24,0
1,2,1175,1,1,1,6,1,0,0,11,0,0,4,0
23,3,1176,1,1,1,0,1,1,0,1,0,5,0,1
10,4,1177,0,0,1,3,1,0,0,1,0,4,0,1
5,2,1178,0,0,2,6,0,0,0,1,0,7,0,0
29,2,1179,0,0,0,4,0,0,0,1,0,0,0,1
39,2,1180,5,5,1,6,1,1,0,1,0,0,0,0
43,6,1181,3,3,1,5,1,0,0,1,0,0,0,1
43,4,1182,1,1,1,12,1,0,0,1,0,0,0,0
2,2,1183,0,0,1,5,1,0,0,1,0,29,0,1
24,5,1184,5,5,0,11,3,0,0,1,0,6,0,0
35,2,1185,1,1,1,9,1,0,0,1,0,3,0,0
29,6,1186,5,5,1,5,1,0,0,3,0,8,0,1
5,2,1187,5,5,4,0,3,0,0,1,0,58,0,0
8,2,1188,5,5,2,6,4,0,1,1,0,9,0,0
17,2,1189,9,9,1,3,1,0,0,7,0,3,0,1
22,2,1190,5,5,0,4,3,0,0,1,0,2,0,0
58,5,1191,0,0,6,11,0,0,1,1,0,0,0,1
25,1,1192,5,5,1,6,1,3,0,8,0,0,0,1
39,5,152,1,1,2,11,0,2,1,1,0,24,28,0
8,2,1193,0,0,2,1,0,0,0,28,0,3,0,0
2,2,1194,10,10,1,3,1,0,0,1,0,0,0,1
23,1,1195,1,1,1,6,1,0,0,1,0,0,0,1
25,2,1196,1,1,1,6,1,0,0,1,0,0,0,0
3,2,1197,5,5,1,6,1,0,0,1,0,0,0,0
42,2,1198,1,1,6,0,3,0,1,1,0,0,0,0
2,2,1199,3,3,1,7,1,0,0,1,0,44,4,1
31,2,1200,1,1,0,0,0,0,1,1,0,0,0,0
35,2,1201,0,0,1,3,1,0,0,1,0,8,0,1
9,1,1202,5,5,1,8,1,0,0,1,0,8,0,0
1,2,1203,1,1,2,0,4,0,1,1,0,0,9,0
54,1,1204,10,10,1,3,1,0,0,1,0,7,0,0
34,2,1205,0,0,1,3,1,0,0,1,3,0,0,1
7,3,1206,1,1,2,0,4,0,1,1,0,0,0,0
37,2,1207,0,0,0,0,0,0,1,1,0,0,0,0
16,2,1208,1,1,1,6,1,0,0,1,0,3,0,0
8,2,1209,2,2,4,4,0,1,1,1,0,29,0,0
11,2,1210,5,5,0,5,0,0,1,1,0,6,0,0
14,2,1211,1,1,0,5,0,0,1,1,0,27,0,0
30,1,1212,1,1,1,5,5,0,1,1,0,0,1,0
8,2,1213,1,1,0,4,3,0,1,1,0,6,0,0
9,2,1214,5,5,0,0,3,0,1,1,0,0,0,0
18,2,1215,3,3,0,3,0,0,0,1,0,3,0,1
42,2,1216,1,1,4,0,0,0,1,1,0,13,0,0
35,0,1217,1,1,6,1,0,0,1,1,0,0,0,0
55,1,1218,1,1,1,1,1,0,0,1,0,53,0,1
2,4,1219,5,5,0,4,0,0,0,1,0,30,0,0
57,2,1220,5,5,6,4,0,0,1,1,0,9,0,0
17,6,1221,10,10,1,3,1,0,0,38,0,8,0,1
6,2,1222,1,1,2,0,0,0,0,1,0,0,0,0
14,2,1223,1,1,1,0,2,0,1,1,0,0,0,0
12,2,1224,1,1,0,2,3,0,1,1,0,0,0,0
49,6,1225,3,3,1,1,1,0,0,7,0,4,0,1
25,1,1226,5,5,1,1,1,0,0,1,0,8,0,0
10,2,1227,1,1,1,0,1,0,0,1,0,0,4,0
7,3,1228,1,1,2,0,0,0,1,1,0,15,0,0
4,1,1229,5,5,0,7,0,0,0,1,7,0,0,0
31,2,1230,1,1,1,6,1,2,0,1,0,0,0,0
2,2,1231,0,0,0,0,0,0,1,1,0,4,0,0
28,2,1232,1,1,1,5,1,0,0,1,0,4,0,1
16,3,1233,0,0,1,3,1,0,0,1,0,0,0,1
5,0,1234,5,5,4,0,0,0,0,1,0,0,0,0
10,2,1235,1,1,1,6,1,0,0,1,0,0,0,0
3,2,1236,1,1,1,7,1,0,0,1,0,17,0,1
62,5,1237,7,7,6,11,0,0,1,1,0,32,0,0
63,2,1238,1,1,6,4,0,0,1,1,0,48,0,0
24,6,1239,5,5,0,6,3,0,0,1,0,7,0,0
8,2,1240,1,1,0,5,0,0,1,1,0,3,0,0
2,2,1241,0,0,1,3,1,0,0,1,5,0,0,1
1,1,1242,5,5,1,6,1,0,0,1,0,7,0,0
5,2,1243,5,5,1,0,1,0,0,1,0,48,0,0
29,4,1244,0,0,2,12,0,0,0,1,0,0,0,0
33,2,1245,0,0,0,1,4,1,1,1,0,3,0,0
37,2,1246,5,5,1,4,1,0,0,1,0,0,0,0
4,2,1247,6,6,0,4,0,0,1,1,0,5,0,0
15,2,1248,1,1,0,10,0,1,1,1,0,0,0,0
22,2,1249,5,5,0,4,4,0,1,1,0,0,0,0
49,4,1250,0,0,1,0,1,0,0,1,0,0,0,1
34,2,1251,0,0,1,5,1,0,0,1,12,0,0,1
38,2,1252,0,0,1,12,1,0,0,39,0,54,0,1
33,2,1253,1,1,1,7,1,0,0,1,0,7,0,0
9,2,1254,1,1,1,5,1,0,0,1,0,0,0,0
7,2,1255,1,1,0,5,0,0,0,1,13,4,0,0
9,3,907,6,6,2,3,4,2,1,1,0,0,13,1
55,5,1256,1,1,1,11,1,0,0,1,0,0,0,1
26,2,1257,5,5,0,8,3,1,0,1,0,33,0,0
1,2,1258,1,1,1,0,2,0,1,3,0,0,0,1
34,2,1259,5,5,1,7,1,0,0,1,0,0,0,0
33,1,1260,0,0,1,5,1,0,0,7,0,4,0,1
28,2,1261,12,12,1,4,1,0,0,1,0,0,0,0
5,2,1262,0,0,0,1,0,0,0,1,0,3,0,0
1,2,1263,1,1,1,6,1,0,0,1,0,0,0,0
50,5,1264,15,15,1,11,1,0,0,1,0,0,0,0
58,1,1265,13,13,6,4,4,0,1,1,0,6,25,0
0,2,1266,1,1,1,7,1,0,0,1,0,31,0,0
34,2,1267,3,3,1,3,1,1,0,1,0,7,0,0
35,2,1268,1,1,1,2,1,0,0,1,0,0,0,0
51,2,824,11,11,1,6,1,0,0,1,33,4,0,0
26,2,1269,5,5,0,4,0,0,0,1,0,59,0,0
30,2,1205,6,6,1,10,1,0,0,1,0,0,0,0
29,4,1270,5,5,0,4,3,1,0,1,0,0,0,0
24,2,1271,1,1,1,6,1,0,0,1,0,0,0,0
31,3,1272,5,5,0,13,0,1,0,1,0,8,0,0
31,2,1273,1,1,0,4,4,1,1,1,0,0,29,0
50,6,1274,5,5,1,7,2,0,1,1,0,0,0,1
35,1,1275,10,10,1,3,1,0,0,1,0,4,0,0
10,2,1276,7,7,1,1,1,0,0,1,0,17,0,0
5,2,1277,0,0,1,9,1,0,0,1,0,15,0,1
31,2,1278,7,7,0,9,0,0,0,1,0,0,0,0
51,2,1279,11,11,0,0,3,0,1,1,0,0,5,0
16,2,1280,1,1,1,5,1,0,0,1,0,3,0,0
6,2,1281,1,1,1,6,2,0,1,1,0,0,0,1
23,3,1282,0,0,1,1,1,0,0,1,0,0,0,0
4,2,1283,0,0,0,3,0,0,1,1,0,0,0,0
22,5,1284,5,5,0,11,0,0,1,1,0,13,0,0
49,2,1285,1,1,2,0,4,0,1,1,0,0,0,0
12,2,1286,5,5,1,2,1,0,0,1,0,4,10,1
27,2,1287,1,1,0,9,3,0,1,1,0,0,0,0
18,2,1288,9,9,1,3,1,0,0,12,0,0,0,1
18,5,1289,6,6,0,11,0,0,0,1,0,16,0,0
30,0,1290,0,0,1,3,1,0,0,1,0,0,0,1
25,2,1291,0,0,1,6,1,0,0,1,0,3,0,1
43,4,1292,1,1,6,0,4,0,1,40,0,7,0,0
22,2,1293,5,5,0,0,3,0,0,1,0,6,0,0
37,2,1294,1,1,0,5,0,0,0,1,0,4,0,1
42,2,1295,5,5,1,7,1,0,0,1,0,27,0,1
0,2,1296,1,1,1,0,1,0,0,1,0,0,0,1
41,5,1297,12,12,0,11,3,0,0,1,0,9,0,0
33,2,1298,1,1,1,2,1,0,0,1,0,0,4,0
7,2,1299,1,1,6,4,4,2,1,1,0,0,3,1
27,2,1300,1,1,0,5,3,1,1,1,0,9,0,0
31,2,1301,2,2,0,4,4,1,1,1,0,0,0,0
15,2,1302,1,1,0,9,5,0,0,1,0,0,0,0
22,2,1303,5,5,0,9,0,0,1,1,0,0,0,0
11,2,1304,1,1,0,9,0,1,0,1,0,7,0,0
28,2,1305,10,10,1,3,1,0,0,1,0,8,0,0
49,2,1306,7,7,1,3,1,0,0,1,0,0,0,1
39,2,1307,5,5,0,3,0,0,1,14,0,2,0,0
0,2,1308,0,0,0,3,0,0,0,1,0,0,0,0
13,2,1309,1,1,1,1,1,0,0,1,0,0,0,1
46,2,1310,0,0,2,10,3,0,1,41,0,2,0,0
2,0,1311,5,5,1,1,1,0,0,1,0,0,0,0
4,0,1312,10,10,0,3,4,0,0,1,0,0,0,0
28,2,1313,3,3,3,3,0,0,1,1,0,0,0,0
33,2,1314,5,5,2,0,0,0,0,1,0,0,0,0
19,0,1315,1,1,0,0,3,0,0,1,0,0,0,0
51,2,1316,1,1,0,5,0,4,0,1,0,0,0,0
18,2,1317,0,0,0,0,3,0,1,1,0,0,0,0
43,6,1318,0,0,1,1,1,0,0,1,0,4,11,1
41,5,1319,2,2,0,11,3,0,1,1,0,6,0,0
35,2,1320,0,0,1,1,1,2,0,1,0,8,4,1
57,5,1321,8,8,1,11,1,0,0,25,0,4,0,0
14,2,1322,5,5,0,3,0,0,0,1,0,4,0,1
12,6,1323,0,0,1,6,1,0,0,8,0,4,0,1
9,2,1324,1,1,4,5,3,0,1,1,0,0,0,0
0,2,1325,5,5,1,6,1,0,0,1,0,0,0,0
50,2,1326,11,11,2,9,0,1,0,1,0,0,0,0
43,1,1327,1,1,1,8,1,0,0,1,34,8,0,1
13,2,1328,12,12,0,6,5,1,0,1,0,16,0,0
8,2,1329,0,0,0,10,0,0,0,1,0,48,0,0
35,2,1325,1,1,0,5,0,0,0,1,0,4,0,0
11,2,1330,5,5,0,9,3,0,0,1,0,0,0,0
39,2,1331,1,1,0,6,0,0,0,1,0,24,0,0
7,2,1332,1,1,1,6,1,0,0,1,0,0,0,1
24,2,1333,1,1,0,4,0,0,1,1,0,27,0,0
49,2,1334,5,5,2,5,4,0,1,1,0,0,14,0
8,3,1335,7,7,0,1,0,0,1,1,0,0,0,0
6,6,1336,1,1,2,1,4,0,1,1,0,0,0,0
6,2,1337,1,1,1,9,2,1,1,1,0,0,0,0
3,3,1338,5,5,6,0,0,1,1,1,0,0,0,0
7,2,1339,1,1,1,1,1,2,0,38,0,0,29,1
22,2,1340,12,12,0,2,3,0,0,1,0,0,0,0
51,2,1341,6,6,0,4,3,1,0,1,0,0,0,0
43,5,1342,1,1,1,11,1,0,0,1,0,40,0,0
16,2,1343,3,3,0,4,0,0,1,1,0,6,15,0
34,6,1344,0,0,1,5,1,0,0,1,0,10,0,0
16,4,1345,7,7,0,0,0,0,1,1,0,7,0,0
30,2,1346,1,1,2,5,4,1,1,1,0,0,0,0
29,1,1347,1,1,1,7,1,0,0,1,0,16,0,0
17,2,1348,1,1,1,8,1,0,0,1,0,0,0,0
55,2,1349,3,3,1,5,1,0,0,20,0,0,0,1
12,2,1350,0,0,2,1,4,0,1,1,0,0,10,0
15,2,1351,5,5,4,0,3,0,0,1,0,0,0,0
11,2,1352,0,0,0,5,0,0,0,1,0,4,0,0
15,4,1353,0,0,0,3,0,0,0,1,0,3,0,0
21,2,1354,5,5,0,2,3,0,0,1,0,4,0,0
5,1,1355,1,1,1,1,1,0,0,1,0,8,0,0
23,2,1356,5,5,0,9,3,0,0,1,0,3,0,0
5,2,1357,1,1,0,5,0,1,0,1,0,11,0,0
13,1,1358,5,5,2,1,5,0,0,1,8,20,12,1
21,5,1359,5,5,0,11,3,0,0,1,0,0,0,0
41,2,1360,2,2,0,4,3,0,0,1,0,45,0,0
37,2,1361,0,0,0,10,0,0,1,1,0,0,0,0
13,4,1362,8,8,1,6,1,1,0,1,5,0,4,1
19,2,1363,1,1,2,5,4,0,1,1,7,6,0,0
21,3,1364,1,1,0,0,4,1,1,1,0,0,0,0
16,2,1365,12,12,0,9,0,1,0,1,0,0,0,0
9,2,1366,12,12,0,7,4,0,0,1,0,0,0,1
17,2,1367,1,1,1,7,1,1,0,4,0,0,0,0
17,1,1368,3,3,1,5,1,0,0,1,0,4,0,0
49,2,1369,12,12,1,2,1,0,0,42,0,3,0,0
1,2,1370,1,1,1,7,1,0,0,1,0,8,0,1
13,2,1371,1,1,0,0,0,0,1,1,0,0,0,0
42,2,1372,6,6,1,10,1,0,0,1,0,13,0,0
1,2,1373,1,1,2,0,0,0,1,1,0,0,0,0
8,2,1374,1,1,1,6,1,0,0,1,0,4,0,0
9,5,1375,1,1,2,11,4,1,1,1,0,19,0,0
27,2,1376,1,1,1,4,1,0,0,1,0,3,0,1
10,2,1377,2,2,2,5,3,0,0,1,0,0,0,0
0,4,1378,6,6,1,6,2,0,1,1,0,4,0,1
5,2,1379,1,1,2,7,0,0,0,1,0,4,0,0
39,2,1380,1,1,1,7,1,0,0,1,0,0,0,0
25,2,1381,1,1,6,4,4,0,1,1,0,0,0,0
16,6,1382,1,1,1,4,1,2,0,1,0,60,18,0
0,2,1383,0,0,1,3,1,0,0,1,0,0,0,1
3,2,1384,5,5,1,1,1,0,0,1,0,3,0,1
7,1,1385,12,12,1,1,1,0,0,1,0,8,0,0
4,0,1386,5,5,1,0,1,2,0,1,0,9,0,0
12,2,1387,1,1,0,4,0,0,0,1,0,10,0,0
8,2,1388,0,0,1,5,1,1,0,1,0,61,0,1
8,2,1389,0,0,1,3,2,0,1,1,0,0,0,1
33,2,1390,5,5,0,0,0,0,1,1,0,0,0,0
21,5,1391,5,5,0,11,3,0,0,1,0,4,0,0
13,2,1392,7,7,1,2,1,1,0,1,0,0,0,0
13,2,1393,6,6,0,0,3,0,1,1,0,3,0,0
30,2,1394,2,2,2,4,0,0,0,1,0,0,0,0
3,3,1395,1,1,1,0,1,1,0,1,0,0,0,0
34,2,1396,2,2,2,9,4,3,0,1,0,15,11,0
23,6,1397,0,0,1,8,1,0,0,11,0,7,0,1
0,2,1398,4,4,1,4,2,1,1,25,0,34,0,0
21,2,1399,1,1,0,9,0,0,0,1,0,0,0,0
28,2,1400,1,1,1,7,1,0,0,1,5,0,0,1
6,2,1401,7,7,1,9,2,0,1,1,0,0,31,0
19,2,1402,1,1,2,1,0,0,1,1,0,0,0,0
12,2,1403,7,7,2,5,0,0,0,1,0,4,0,1
32,5,1404,5,5,0,11,3,0,1,19,0,12,0,0
18,0,1405,5,5,0,12,0,1,0,1,0,0,0,0
50,6,1406,12,12,1,7,2,0,1,1,0,0,0,0
4,2,1407,0,0,0,4,0,0,0,1,0,15,5,0
35,3,1408,6,6,1,0,2,0,1,1,0,0,0,1
30,1,1409,3,3,2,3,4,0,1,1,0,7,0,0
33,2,1410,1,1,1,5,1,0,0,1,0,0,0,1
1,6,1411,1,1,1,6,1,0,0,1,26,8,0,0
43,5,1412,1,1,1,11,1,0,0,1,0,2,0,0
35,2,1413,1,1,1,1,1,0,0,1,0,4,0,1
2,2,1414,7,7,2,6,0,0,0,1,0,0,0,0
20,1,1415,1,1,1,4,1,0,0,1,3,8,0,1
1,2,1416,7,7,1,7,1,0,0,1,0,3,0,0
23,1,1417,5,5,1,5,1,0,0,4,0,0,0,0
29,1,1418,1,1,1,1,1,0,0,1,0,62,0,0
49,2,1419,5,5,1,1,1,0,0,1,0,3,0,1
29,6,1420,5,5,1,1,1,0,0,1,0,4,0,1
15,2,1421,1,1,2,6,0,0,0,1,0,4,0,0
52,2,1422,2,2,6,7,4,1,0,1,0,0,0,0
41,5,1423,12,12,0,11,3,0,0,15,0,6,0,0
6,6,1424,3,3,1,1,1,0,0,1,0,4,0,1
34,2,1425,1,1,1,6,1,1,0,1,0,8,0,1
20,2,1426,1,1,6,0,4,1,1,1,0,14,0,0
15,2,1427,1,1,2,6,0,0,0,34,0,3,0,0
24,2,1428,5,5,0,7,0,0,0,1,0,0,0,0
40,5,1429,1,1,6,11,0,1,1,1,0,21,0,0
30,6,805,10,10,1,3,1,0,0,1,0,8,0,1
25,6,1430,1,1,1,1,1,0,0,8,0,0,0,1
34,2,1431,12,12,0,9,0,1,0,1,0,0,0,0
10,2,1432,5,5,0,6,0,0,0,1,0,0,0,1
0,2,1098,1,1,1,7,1,0,0,1,0,0,0,1
