15,2,11597,5,5,2,1,4,0,1,1,0,13,0,0
26,2,11598,1,1,0,0,0,0,1,1,0,0,0,0
21,1,11599,5,5,0,7,3,0,0,1,0,6,0,0
6,6,11600,6,6,1,6,1,0,0,1,0,0,0,1
22,2,11601,5,5,0,4,3,0,0,1,0,9,0,0
35,2,10676,2,2,1,7,1,0,0,1,0,47,0,0
12,2,11602,5,5,4,1,4,1,1,1,0,0,0,0
11,2,6900,5,5,0,0,3,0,0,1,0,19,0,0
26,2,3152,5,5,0,5,3,0,0,1,0,33,0,0
15,2,9684,0,0,0,1,3,0,0,1,0,0,0,0
51,2,11603,11,11,0,7,0,0,0,1,0,0,4,0
27,2,11604,0,0,0,5,3,0,1,1,0,0,0,0
24,2,11605,5,5,0,3,4,0,1,1,0,9,0,0
51,2,11606,1,1,1,4,2,0,1,1,0,0,5,0
24,2,11607,4,4,0,9,4,0,0,1,0,0,27,0
30,4,11608,0,0,1,12,1,0,0,1,0,0,0,1
32,2,11609,1,1,1,0,2,0,1,1,0,0,0,0
27,2,7140,0,0,0,5,3,0,0,1,0,0,0,0
2,2,11199,1,1,1,6,1,0,0,1,35,17,0,0
35,2,11610,0,0,0,0,0,0,1,1,0,67,0,0
23,4,11611,3,3,2,3,3,0,1,1,0,16,0,0
2,4,11612,5,5,1,10,1,0,0,1,0,0,0,1
2,2,11613,1,1,1,6,1,0,0,1,0,4,0,1
14,1,10811,1,1,0,8,0,0,0,1,0,0,0,0
3,4,11614,6,6,0,0,0,1,0,1,0,0,0,0
12,2,11615,7,7,1,3,2,0,1,1,0,0,0,1
41,2,11616,2,2,0,5,3,1,1,1,0,6,0,0
23,0,11617,0,0,1,1,1,0,0,12,0,0,0,1
8,4,712,1,1,1,12,1,0,0,1,0,17,0,0
33,0,7625,9,9,1,3,1,0,0,1,0,3,0,0
37,2,11618,1,1,0,5,0,0,0,1,0,4,0,0
43,3,11619,5,5,1,0,2,0,1,1,0,6,0,0
39,2,998,1,1,1,7,1,0,0,1,0,0,0,0
38,2,11620,1,1,4,9,5,0,1,1,0,0,0,0
2,2,11621,0,0,4,6,0,0,0,1,0,0,0,0
15,2,11622,1,1,2,5,4,0,1,1,0,0,0,0
39,4,11623,11,11,0,4,4,4,1,1,0,0,25,0
37,2,11624,1,1,1,0,2,0,1,1,0,0,0,0
23,2,11625,1,1,1,6,1,0,0,1,0,8,0,1
27,2,11626,0,0,0,0,5,2,1,1,0,0,21,0
11,2,11627,7,7,0,10,0,0,0,1,0,0,0,0
25,2,11628,5,5,2,0,4,0,1,1,0,0,0,0
43,3,11629,5,5,1,0,1,0,0,1,0,0,0,1
24,2,5763,1,1,0,3,3,0,1,1,0,9,0,0
14,2,257,7,7,2,10,4,0,1,1,0,0,0,0
12,2,11630,1,1,1,9,1,0,0,3,0,0,0,1
18,3,11631,5,5,2,0,0,0,1,1,0,4,0,0
35,2,11632,12,12,0,6,0,0,0,1,0,0,0,0
27,2,11633,1,1,0,1,4,0,0,1,0,0,0,0
52,2,11634,4,4,1,6,1,0,0,1,0,0,0,0
